Set	Ontology	Term	Observed	Mean Expected N Genes	Enrichment	P Value	System
Chagyrskaya	GWAS	Depression	1	1.9808	0.504846527	0.862813719	behavior
Chagyrskaya	GWAS	Mean platelet volume	2	3.4858	0.573756383	0.863013699	hematologic
Chagyrskaya	GWAS	Intracranial aneurysm	1	2.0094	0.497660993	0.867113289	nervous
Chagyrskaya	GWAS	"Autism spectrum disorder, ADHD, bipolar disorder, MDD, and schizophrenia (combined)"	1	2.0418	0.489763934	0.868413159	behavior
Chagyrskaya	GWAS	Hematocrit	1	2.0423	0.489644029	0.874112589	hematologic
Chagyrskaya	GWAS	Lung function (FEV1/FVC)	1	2.1268	0.470189957	0.880711929	respiratory
Chagyrskaya	GWAS	Intelligence (MTAG)	3	5.1199	0.585948944	0.882911709	other
Chagyrskaya	GWAS	Venous thromboembolism adjusted for sickle cell variant rs77121243-T	1	2.2617	0.442145289	0.891810819	hematologic
Chagyrskaya	GWAS	Diverticular disease	1	2.325	0.430107527	0.901509849	digestive
Chagyrskaya	GWAS	Neutrophil count	1	2.3456	0.42633015	0.907009299	lymphatic
Chagyrskaya	GWAS	Mean corpuscular hemoglobin	1	2.5645	0.389939559	0.921107889	hematologic
Chagyrskaya	GWAS	Nasopharyngeal carcinoma (SNP x SNP interaction)	1	2.618	0.38197097	0.925607439	other
Chagyrskaya	GWAS	Myopia	1	2.6703	0.374489758	0.926607339	nervous
Chagyrskaya	GWAS	Obesity-related traits	13	18.6527	0.696950039	0.932306769	metabolic
Chagyrskaya	GWAS	Type 2 diabetes	4	7.4415	0.537526036	0.935806419	metabolic
Chagyrskaya	GWAS	Pulse pressure	5	8.8388	0.56568765	0.938406159	cardiovascular
Chagyrskaya	GWAS	Mosquito bite size	1	2.8487	0.351037315	0.940705929	other
Chagyrskaya	GWAS	Male-pattern baldness	1	2.8232	0.354207991	0.941105889	integumentary
Chagyrskaya	GWAS	Blond vs. brown/black hair color	1	2.8388	0.352261519	0.943205679	integumentary
Chagyrskaya	GWAS	Red blood cell count	1	3.036	0.329380764	0.95460454	hematologic
Chagyrskaya	GWAS	Cognitive decline rate in late mild cognitive impairment	1	3.1289	0.319601138	0.95840416	nervous
Chagyrskaya	GWAS	Multiple sclerosis	1	3.4849	0.28695228	0.96880312	nervous
Chagyrskaya	GWAS	Major depressive disorder	1	3.6448	0.274363477	0.97440256	behavior
Chagyrskaya	GWAS	Post bronchodilator FEV1	1	3.787	0.264061262	0.97920208	other
Chagyrskaya	GWAS	Menarche (age at onset)	2	5.7817	0.34591902	0.98220178	reproductive
Chagyrskaya	GWAS	Diastolic blood pressure	4	10.0998	0.396047446	0.99030097	cardiovascular
Chagyrskaya	GWAS	Systolic blood pressure	5	11.8322	0.422575683	0.99090091	cardiovascular
Chagyrskaya	GWAS	Heel bone mineral density	7	14.8872	0.47020259	0.99120088	skeletal
Chagyrskaya	GWAS	Amyotrophic lateral sclerosis (sporadic)	1	5.0571	0.197741789	0.9930007	nervous
Chagyrskaya	HPO	Abnormality of iron homeostasis (HP:0011031)	3	0.0691	43.41534009	1.00E-04	other
Chagyrskaya	HPO	Increased serum ferritin (HP:0003281)	3	0.0624	48.07692308	1.00E-04	other
Chagyrskaya	HPO	Abnormality of transition element cation homeostasis (HP:0011030)	3	0.1047	28.65329513	0.00019998	other
Chagyrskaya	HPO	Gingivitis (HP:0000230)	3	0.1645	18.23708207	0.00069993	other
Chagyrskaya	HPO	Abnormality of the pericardium (HP:0001697)	4	0.3828	10.44932079	0.00089991	cardiovascular
Chagyrskaya	HPO	Skin nodule (HP:0200036)	3	0.1663	18.03968731	0.00089991	integumentary
Chagyrskaya	HPO	Abnormality of macrophages (HP:0004311)	2	0.0501	39.92015968	0.0009999	immune
Chagyrskaya	HPO	Cafe-au-lait spot (HP:0000957)	4	0.4883	8.191685439	0.00119988	integumentary
Chagyrskaya	HPO	Precocious puberty (HP:0000826)	3	0.2547	11.77856302	0.00179982	endocrine
Chagyrskaya	HPO	Ascites (HP:0001541)	4	0.5219	7.664303506	0.00229977	digestive
Chagyrskaya	HPO	Generalized amyotrophy (HP:0003700)	2	0.0852	23.4741784	0.00329967	nervous
Chagyrskaya	HPO	Focal seizures (HP:0007359)	3	0.3296	9.101941748	0.00439956	nervous
Chagyrskaya	HPO	Hamartoma of the eye (HP:0010568)	2	0.1199	16.68056714	0.00609939	nervous
Chagyrskaya	HPO	Prominent occiput (HP:0000269)	3	0.3786	7.923930269	0.00649935	skeletal
Chagyrskaya	HPO	Specific learning disability (HP:0001328)	3	0.3595	8.344923505	0.00649935	other
Chagyrskaya	HPO	Ependymoma (HP:0002888)	2	0.1212	16.50165017	0.00669933	nervous
Chagyrskaya	HPO	Angiofibromas (HP:0010615)	2	0.1305	15.3256705	0.0069993	cardiovascular
Chagyrskaya	HPO	Adenoma sebaceum (HP:0009720)	2	0.1305	15.3256705	0.0069993	integumentary
Chagyrskaya	HPO	Neoplasm of the heart (HP:0100544)	2	0.128	15.625	0.00729927	cardiovascular
Chagyrskaya	HPO	Hemangiomatosis (HP:0007461)	2	0.1389	14.39884809	0.00809919	cardiovascular
Chagyrskaya	HPO	Visceral angiomatosis (HP:0100761)	2	0.1389	14.39884809	0.00809919	skeletal
Chagyrskaya	HPO	Dialeptic seizures (HP:0011146)	3	0.4272	7.02247191	0.00869913	nervous
Chagyrskaya	HPO	Abnormality of the astrocytes (HP:0100707)	2	0.1394	14.3472023	0.00869913	nervous
Chagyrskaya	HPO	Astrocytoma (HP:0009592)	2	0.1394	14.3472023	0.00869913	nervous
Chagyrskaya	HPO	Aneurysm (HP:0002617)	4	0.8235	4.857316333	0.00979902	nervous
Chagyrskaya	HPO	Lymphangioma (HP:0100764)	2	0.1629	12.27747084	0.01189881	lymphatic
Chagyrskaya	HPO	Glioma (HP:0009733)	2	0.1603	12.47660636	0.01229877	nervous
Chagyrskaya	HPO	Atelectasis (HP:0100750)	2	0.1611	12.41464929	0.01319868	respiratory
Chagyrskaya	HPO	High pitched voice (HP:0001620)	2	0.1607	12.44555072	0.01339866	other
Chagyrskaya	HPO	Hemiparesis (HP:0001269)	2	0.1815	11.01928375	0.01339866	skeletal muscle
Chagyrskaya	HPO	Abnormal number of erythroid precursors (HP:0012131)	1	0.0134	74.62686567	0.01349865	hematologic
Chagyrskaya	HPO	Hemoptysis (HP:0002105)	2	0.18	11.11111111	0.01359864	other
Chagyrskaya	HPO	Hypochromic anemia (HP:0001931)	1	0.0137	72.99270073	0.01369863	hematologic
Chagyrskaya	HPO	Renal cell carcinoma (HP:0005584)	3	0.5201	5.768121515	0.01489851	urinary
Chagyrskaya	HPO	Coxa vara (HP:0002812)	2	0.1864	10.72961373	0.01579842	skeletal
Chagyrskaya	HPO	Osteoarthritis (HP:0002758)	3	0.5487	5.467468562	0.01669833	skeletal
Chagyrskaya	HPO	Hypermelanotic macule (HP:0001034)	3	0.5281	5.680742284	0.01679832	integumentary
Chagyrskaya	HPO	Hypopigmented skin patches (HP:0001053)	3	0.532	5.639097744	0.01719828	integumentary
Chagyrskaya	HPO	Abnormality of cells of the erythroid lineage (HP:0012130)	1	0.0172	58.13953488	0.01729827	hematologic
Chagyrskaya	HPO	Juvenile onset (HP:0003621)	3	0.5181	5.790387956	0.01729827	other
Chagyrskaya	HPO	Chest pain (HP:0100749)	2	0.196	10.20408163	0.01739826	other
Chagyrskaya	HPO	Nail dystrophy (HP:0008404)	2	0.1979	10.1061142	0.01759824	integumentary
Chagyrskaya	HPO	Sporadic (HP:0003745)	3	0.5887	5.09597418	0.02169783	other
Chagyrskaya	HPO	Diastasis recti (HP:0001540)	1	0.0226	44.24778761	0.02219778	skeletal muscle
Chagyrskaya	HPO	Neoplasm of striated muscle (HP:0009728)	2	0.2359	8.478168716	0.02429757	skeletal muscle
Chagyrskaya	HPO	Neoplasm of the adrenal cortex (HP:0100641)	1	0.0249	40.16064257	0.02489751	endocrine
Chagyrskaya	HPO	Decreased activity of cytochrome C oxidase in muscle tissue (HP:0003688)	1	0.0282	35.46099291	0.02779722	skeletal muscle
Chagyrskaya	HPO	Long foot (HP:0001833)	1	0.0283	35.33568905	0.02809719	skeletal
Chagyrskaya	HPO	Exostoses (HP:0100777)	2	0.2635	7.590132827	0.02849715	skeletal
Chagyrskaya	HPO	Pulmonary infiltrates (HP:0002113)	2	0.2574	7.77000777	0.02939706	respiratory
Chagyrskaya	HPO	Pallor (HP:0000980)	2	0.2746	7.283321194	0.03219678	integumentary
Chagyrskaya	HPO	Hepatoblastoma (HP:0002884)	1	0.0335	29.85074627	0.03329667	digestive
Chagyrskaya	HPO	Muscle abnormality related to mitochondrial dysfunction (HP:0003800)	1	0.0348	28.73563218	0.03409659	skeletal muscle
Chagyrskaya	HPO	Aseptic necrosis (HP:0010885)	2	0.2934	6.816632584	0.03449655	skeletal
Chagyrskaya	HPO	Increased number of teeth (HP:0011069)	2	0.2935	6.814310051	0.03509649	skeletal
Chagyrskaya	HPO	Hamartoma (HP:0010566)	2	0.29	6.896551724	0.03539646	other
Chagyrskaya	HPO	Waddling gait (HP:0002515)	2	0.2971	6.731740155	0.03739626	other
Chagyrskaya	HPO	Epidermoid cyst (HP:0200040)	1	0.038	26.31578947	0.03749625	integumentary
Chagyrskaya	HPO	Abnormality of Sharpey fibers (HP:0100685)	2	0.3105	6.441223833	0.03759624	skeletal muscle
Chagyrskaya	HPO	Chondrocalcinosis (HP:0000934)	2	0.3105	6.441223833	0.03759624	skeletal
Chagyrskaya	HPO	Hypoplasia of the capital femoral epiphysis (HP:0003090)	1	0.0382	26.17801047	0.03779622	skeletal
Chagyrskaya	HPO	Polycystic kidney dysplasia (HP:0000113)	3	0.73	4.109589041	0.03829617	urinary
Chagyrskaya	HPO	Hypopigmentation of the fundus (HP:0007894)	2	0.3106	6.439150032	0.03879612	integumentary
Chagyrskaya	HPO	Progressive muscle weakness (HP:0003323)	1	0.0401	24.93765586	0.03909609	skeletal muscle
Chagyrskaya	HPO	Abnormality of intracranial pressure (HP:0012640)	2	0.3165	6.319115324	0.03939606	nervous
Chagyrskaya	HPO	Increased intracranial pressure (HP:0002516)	2	0.3165	6.319115324	0.03939606	nervous
Chagyrskaya	HPO	Hypobetalipoproteinemia (HP:0003563)	1	0.041	24.3902439	0.04049595	metabolic
Chagyrskaya	HPO	Hyperparathyroidism (HP:0000843)	1	0.0428	23.36448598	0.04229577	endocrine
Chagyrskaya	HPO	Abnormality of the pleura (HP:0002103)	2	0.3246	6.161429452	0.04329567	respiratory
Chagyrskaya	HPO	Benign neoplasm of the central nervous system (HP:0100835)	2	0.3272	6.112469438	0.04339566	nervous
Chagyrskaya	HPO	Type II diabetes mellitus (HP:0005978)	3	0.7447	4.028467839	0.04349565	metabolic
Chagyrskaya	HPO	Supranuclear gaze palsy (HP:0000605)	1	0.0455	21.97802198	0.04479552	nervous
Chagyrskaya	HPO	Abnormal pancreas size (HP:0012094)	1	0.0458	21.83406114	0.0449955	digestive
Chagyrskaya	HPO	Xanthomatosis (HP:0000991)	1	0.0463	21.59827214	0.04509549	metabolic
Chagyrskaya	HPO	Abnormal glucose tolerance (HP:0001952)	1	0.0457	21.88183807	0.04529547	metabolic
Chagyrskaya	HPO	Keratoconjunctivitis sicca (HP:0001097)	1	0.0464	21.55172414	0.04529547	integumentary
Chagyrskaya	HPO	Cerebral ischemia (HP:0002637)	2	0.3466	5.77034045	0.04639536	nervous
Chagyrskaya	HPO	Prolonged neonatal jaundice (HP:0006579)	1	0.0486	20.57613169	0.04809519	digestive
Chagyrskaya	HPO	Absent epiphyses (HP:0010577)	1	0.0505	19.8019802	0.04959504	skeletal
Chagyrskaya	HPO	Aplasia/Hypoplasia of the capital femoral epiphysis (HP:0005003)	1	0.0505	19.8019802	0.04959504	skeletal
Chagyrskaya	HPO	Keratoconjunctivitis (HP:0001096)	1	0.0514	19.45525292	0.050094991	integumentary
Chagyrskaya	HPO	Gastrointestinal dysmotility (HP:0002579)	1	0.0518	19.30501931	0.050594941	digestive
Chagyrskaya	HPO	Fibroma (HP:0010614)	2	0.3496	5.720823799	0.051094891	reproductive
Chagyrskaya	HPO	Recurrent urinary tract infections (HP:0000010)	3	0.8495	3.531489111	0.051994801	immune
Chagyrskaya	HPO	Fibrous tissue neoplasm (HP:0012316)	2	0.3542	5.646527386	0.051994801	other
Chagyrskaya	HPO	Abnormality of chromosome segregation (HP:0002916)	2	0.3541	5.648121999	0.052094791	other
Chagyrskaya	HPO	Lack of skin elasticity (HP:0100679)	2	0.3646	5.485463522	0.052394761	integumentary
Chagyrskaya	HPO	Vesicoureteral reflux (HP:0000076)	3	0.8586	3.494060098	0.054694531	urinary
Chagyrskaya	HPO	Fine hair (HP:0002213)	2	0.3737	5.35188654	0.055994401	integumentary
Chagyrskaya	HPO	Loss of speech (HP:0002371)	1	0.0574	17.42160279	0.056294371	other
Chagyrskaya	HPO	Dysphonia (HP:0001618)	1	0.0574	17.42160279	0.056294371	other
Chagyrskaya	HPO	Aplasia cutis congenita (HP:0001057)	1	0.0587	17.03577513	0.057194281	integumentary
Chagyrskaya	HPO	Muscle fiber splitting (HP:0003555)	1	0.0589	16.97792869	0.057694231	skeletal muscle
Chagyrskaya	HPO	Bone pain (HP:0002653)	2	0.3965	5.044136192	0.058994101	skeletal
Chagyrskaya	HPO	Neoplasm of the adrenal gland (HP:0100631)	1	0.0615	16.2601626	0.059794021	endocrine
Chagyrskaya	HPO	Erythroderma (HP:0001019)	1	0.0626	15.97444089	0.061193881	integumentary
Chagyrskaya	HPO	Retinitis pigmentosa (HP:0000510)	3	0.8899	3.371165299	0.061793821	integumentary
Chagyrskaya	HPO	Morphological abnormality of the inner ear (HP:0011390)	1	0.0635	15.7480315	0.061893811	nervous
Chagyrskaya	HPO	Abnormality of cochlea (HP:0000375)	1	0.0635	15.7480315	0.061893811	nervous
Chagyrskaya	HPO	Neuroepithelial neoplasm (HP:0030063)	2	0.3992	5.01002004	0.062493751	nervous
Chagyrskaya	HPO	Nervous tissue neoplasm (HP:0030060)	2	0.3992	5.01002004	0.062493751	nervous
Chagyrskaya	HPO	Neuroectodermal neoplasm (HP:0030061)	2	0.3992	5.01002004	0.062493751	nervous
Chagyrskaya	HPO	Acanthocytosis (HP:0001927)	1	0.0642	15.57632399	0.062593741	hematologic
Chagyrskaya	HPO	Hypercholesterolemia (HP:0003124)	1	0.0664	15.06024096	0.064293571	metabolic
Chagyrskaya	HPO	Delayed skeletal maturation (HP:0002750)	4	1.5067	2.654808522	0.064493551	skeletal
Chagyrskaya	HPO	Absent hand (HP:0004050)	1	0.0661	15.12859304	0.064693531	skeletal
Chagyrskaya	HPO	Duplicated collecting system (HP:0000081)	1	0.067	14.92537313	0.065493451	urinary
Chagyrskaya	HPO	Keratitis (HP:0000491)	1	0.0692	14.45086705	0.067593241	nervous
Chagyrskaya	HPO	Central scotoma (HP:0000603)	1	0.0724	13.8121547	0.069793021	nervous
Chagyrskaya	HPO	Malignant neoplasm of the central nervous system (HP:0100836)	2	0.426	4.694835681	0.070392961	nervous
Chagyrskaya	HPO	Neonatal hypoglycemia (HP:0001998)	1	0.0726	13.77410468	0.070492951	metabolic
Chagyrskaya	HPO	Premature ovarian failure (HP:0008209)	1	0.0746	13.40482574	0.071292871	reproductive
Chagyrskaya	HPO	Vertigo (HP:0002321)	2	0.4403	4.542357484	0.074992501	nervous
Chagyrskaya	HPO	Cerebral hypomyelination (HP:0006808)	1	0.0787	12.7064803	0.075392461	nervous
Chagyrskaya	HPO	Ureteral duplication (HP:0000073)	1	0.078	12.82051282	0.075492451	urinary
Chagyrskaya	HPO	Squamous cell carcinoma (HP:0002860)	1	0.0791	12.64222503	0.075492451	integumentary
Chagyrskaya	HPO	Hepatosplenomegaly (HP:0001433)	1	0.0779	12.83697047	0.075592441	digestive
Chagyrskaya	HPO	Emphysema (HP:0002097)	2	0.4584	4.363001745	0.077792221	respiratory
Chagyrskaya	HPO	Lymphedema (HP:0001004)	2	0.4718	4.239084358	0.080691931	lymphatic
Chagyrskaya	HPO	Azoospermia (HP:0000027)	1	0.0863	11.58748552	0.083191681	reproductive
Chagyrskaya	HPO	Genu valgum (HP:0002857)	3	1.0274	2.919992213	0.083691631	skeletal
Chagyrskaya	HPO	Cavernous hemangioma (HP:0001048)	1	0.0875	11.42857143	0.083791621	cardiovascular
Chagyrskaya	HPO	Splenomegaly (HP:0001744)	4	1.6363	2.44453951	0.084591541	lymphatic
Chagyrskaya	HPO	Overgrowth (HP:0001548)	1	0.0901	11.09877913	0.085991401	other
Chagyrskaya	HPO	Abnormality of the septum pellucidum (HP:0007375)	1	0.0921	10.8577633	0.088091191	nervous
Chagyrskaya	HPO	Neurofibrillary tangles (HP:0002185)	1	0.0958	10.43841336	0.091690831	nervous
Chagyrskaya	HPO	High anterior hairline (HP:0009890)	1	0.0957	10.44932079	0.092390761	integumentary
Chagyrskaya	HPO	Joint laxity (HP:0001388)	2	0.511	3.913894325	0.092890711	skeletal
Chagyrskaya	HPO	Scotoma (HP:0000575)	1	0.0999	10.01001001	0.095390461	nervous
Chagyrskaya	HPO	Buphthalmos (HP:0000557)	1	0.101	9.900990099	0.095890411	nervous
Chagyrskaya	HPO	Hypertriglyceridemia (HP:0002155)	1	0.1044	9.578544061	0.097790221	metabolic
Chagyrskaya	HPO	Autosomal recessive inheritance (HP:0000007)	22	16.147	1.362482195	0.098590141	other
Chagyrskaya	HPO	Centrally nucleated skeletal muscle fibers (HP:0003687)	1	0.1032	9.689922481	0.099390061	skeletal muscle
Chagyrskaya	HPO	Abnormality of macular pigmentation (HP:0008002)	1	0.1051	9.514747859	0.099590041	integumentary
Chagyrskaya	HPO	Abnormality of the renal collecting system (HP:0004742)	1	0.105	9.523809524	0.099890011	urinary
Chagyrskaya	HPO	IgG deficiency (HP:0004315)	1	0.1048	9.541984733	0.100389961	immune
Chagyrskaya	HPO	Proximal amyotrophy (HP:0007126)	1	0.1045	9.56937799	0.100489951	nervous
Chagyrskaya	HPO	Increased connective tissue (HP:0009025)	1	0.106	9.433962264	0.101389861	other
Chagyrskaya	HPO	Thoracic kyphosis (HP:0002942)	1	0.1068	9.36329588	0.102189781	skeletal
Chagyrskaya	HPO	Ventricular arrhythmia (HP:0004308)	2	0.5363	3.729256013	0.102889711	cardiovascular
Chagyrskaya	HPO	CNS hypomyelination (HP:0003429)	1	0.11	9.090909091	0.102989701	nervous
Chagyrskaya	HPO	Congenital ichthyosiform erythroderma (HP:0007431)	1	0.115	8.695652174	0.108689131	integumentary
Chagyrskaya	HPO	Large hands (HP:0001176)	1	0.115	8.695652174	0.108889111	skeletal
Chagyrskaya	HPO	Hypercortisolism (HP:0001578)	1	0.1172	8.532423208	0.110088991	endocrine
Chagyrskaya	HPO	Cone-rod dystrophy (HP:0000548)	1	0.1196	8.361204013	0.112388761	nervous
Chagyrskaya	HPO	Episodic fever (HP:0001954)	1	0.1194	8.37520938	0.112788721	other
Chagyrskaya	HPO	Neuronal loss in central nervous system (HP:0002529)	1	0.12	8.333333333	0.113688631	nervous
Chagyrskaya	HPO	Lymphoma (HP:0002665)	2	0.5758	3.473428274	0.113788621	lymphatic
Chagyrskaya	HPO	Soft skin (HP:0000977)	1	0.1191	8.396305626	0.115088491	integumentary
Chagyrskaya	HPO	Selective tooth agenesis (HP:0001592)	1	0.1234	8.103727715	0.115588441	skeletal
Chagyrskaya	HPO	Abnormal spermatogenesis (HP:0008669)	1	0.1241	8.058017728	0.116388361	reproductive
Chagyrskaya	HPO	Thyroid-stimulating hormone excess (HP:0002925)	1	0.1251	7.993605116	0.117588241	endocrine
Chagyrskaya	HPO	Gangrene (HP:0100758)	1	0.1268	7.886435331	0.118188181	other
Chagyrskaya	HPO	Porencephaly (HP:0002132)	1	0.1261	7.930214116	0.118288171	nervous
Chagyrskaya	HPO	Restrictive lung disease (HP:0002091)	2	0.5857	3.414717432	0.119788021	respiratory
Chagyrskaya	HPO	Infantile onset (HP:0003593)	4	1.8763	2.131855247	0.120787921	other
Chagyrskaya	HPO	Fat malabsorption (HP:0002630)	1	0.1298	7.704160247	0.122087791	metabolic
Chagyrskaya	HPO	Abnormality of the right ventricle (HP:0001707)	1	0.1313	7.61614623	0.122587741	cardiovascular
Chagyrskaya	HPO	Nephroblastoma (Wilms tumor) (HP:0002667)	1	0.1329	7.524454477	0.123587641	urinary
Chagyrskaya	HPO	Exercise intolerance (HP:0003546)	1	0.1343	7.446016381	0.126087391	other
Chagyrskaya	HPO	Hematuria (HP:0000790)	2	0.61	3.278688525	0.126687331	urinary
Chagyrskaya	HPO	Microdontia (HP:0000691)	2	0.6198	3.22684737	0.126987301	skeletal
Chagyrskaya	HPO	Bruising susceptibility (HP:0000978)	2	0.6344	3.15258512	0.130186981	other
Chagyrskaya	HPO	"Intellectual disability, mild (HP:0001256)"	2	0.6321	3.16405632	0.132686731	nervous
Chagyrskaya	HPO	Adactyly (HP:0009776)	1	0.1438	6.954102921	0.134086591	skeletal
Chagyrskaya	HPO	Hypotrichosis (HP:0001006)	1	0.1445	6.920415225	0.134386561	integumentary
Chagyrskaya	HPO	Abdominal pain (HP:0002027)	2	0.6403	3.123535843	0.136386361	other
Chagyrskaya	HPO	Wormian bones (HP:0002645)	1	0.1483	6.743088334	0.137986201	skeletal
Chagyrskaya	HPO	Personality changes (HP:0000751)	1	0.1501	6.662225183	0.138986101	behavior
Chagyrskaya	HPO	Poor coordination (HP:0002370)	1	0.1503	6.653359947	0.140085991	nervous
Chagyrskaya	HPO	Cutaneous photosensitivity (HP:0000992)	1	0.1535	6.51465798	0.141685831	integumentary
Chagyrskaya	HPO	Anterior segment dysgenesis (HP:0007700)	1	0.1529	6.540222368	0.141785821	integumentary
Chagyrskaya	HPO	Abnormality of chromosome stability (HP:0003220)	1	0.1517	6.591957811	0.142285771	other
Chagyrskaya	HPO	Microcytic anemia (HP:0001935)	1	0.1566	6.385696041	0.144585541	hematologic
Chagyrskaya	HPO	Cerebral inclusion bodies (HP:0100314)	1	0.1582	6.321112516	0.146085391	nervous
Chagyrskaya	HPO	Ectropion (HP:0000656)	1	0.1602	6.242197253	0.146985301	nervous
Chagyrskaya	HPO	Genu varum (HP:0002970)	1	0.1593	6.277463905	0.147285271	skeletal
Chagyrskaya	HPO	Hypolipoproteinemia (HP:0010981)	1	0.1603	6.238303182	0.149685031	metabolic
Chagyrskaya	HPO	Abnormality of T cells (HP:0002843)	1	0.1638	6.105006105	0.151784822	immune
Chagyrskaya	HPO	Gowers sign (HP:0003391)	1	0.1674	5.973715651	0.152684732	skeletal muscle
Chagyrskaya	HPO	Abnormal number of incisors (HP:0011064)	1	0.1688	5.924170616	0.155284472	skeletal
